full_query,label,template_id,malicious_input,malicious_input_desc
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Yosemite Hidden Lake Ranch Airport""",0,airport-S3,,
"SELECT id FROM airport WHERE name = ""Zona 01 Heliport""",0,airport-S7,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""JP""",0,airport-S6,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Flaxman Island Airstrip"");",0,airport-S12,,
"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""US-IL""",0,airport-S8,,
"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""UA-51""",0,airport-S8,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""AU""",0,airport-S6,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""RCAF Scoudouc"");",0,airport-S12,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""AU"") OR a.elevation_ft > 4495.0",0,airport-S11,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""SSLU"") OR name LIKE ""SA13, SA2P, Balcarce Estancia La Estrella""",0,airport-S10,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Santo Domingo Airport""",0,airport-S3,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Fazenda Pica-Pau Airport""",0,airport-S3,,
SELECT * FROM airport WHERE icao_code = 'KONL';,0,airport-S1,,
"SELECT id FROM airport WHERE name = ""Kauffman Heliport""",0,airport-S7,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""US"" LIMIT 5",0,airport-S5,,
"SELECT * FROM airport WHERE gps_code = ""SSUU"" OR local_code = ""SWCN""",0,airport-S4,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""ibaraki, hyakuri"") OR name LIKE ""08AK""",0,airport-S10,,
"SELECT * FROM airport WHERE gps_code = ""KHBV"" OR local_code = ""VT39""",0,airport-S4,,
"SELECT * FROM airport WHERE gps_code = ""CEZ3"" OR local_code = ""12GE""",0,airport-S4,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,airport-S6,,
"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""IT-75""",0,airport-S8,,
"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""CR-H""",0,airport-S8,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""KR"" LIMIT 5",0,airport-S5,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""CA""",0,airport-S6,,
"SELECT * FROM airport WHERE gps_code = ""70CA"" OR local_code = ""NJ79""",0,airport-S4,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Reed-Joseph Land Company Airport"");",0,airport-S12,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""US"") OR a.elevation_ft > 75.0",0,airport-S11,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""DE""",0,airport-S9,,
"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""US-WA""",0,airport-S8,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""Boramae Hyundai Apartment"") OR name LIKE ""Hyundai Hiel Condominum""",0,airport-S10,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Neiva York Airport"");",0,airport-S12,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""NK73"") OR name LIKE ""WRRS, Brang Bidji, Sumbawa""",0,airport-S10,,
SELECT * FROM airport WHERE icao_code = 'MRLB';,0,airport-S1,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 340.0",0,airport-S2,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""BR""",0,airport-S9,,
"SELECT * FROM airport WHERE continent = ""AF"" AND iso_region LIKE ""NI-MN""",0,airport-S8,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Mar'yanivka Airfield""",0,airport-S3,,
"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""SE-M""",0,airport-S8,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Markdorf Glider Field"");",0,airport-S12,,
SELECT * FROM airport WHERE icao_code = 'YTEM';,0,airport-S1,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""SA13, SA2P, Balcarce Estancia La Estrella"") OR name LIKE ""65MO""",0,airport-S10,,
"SELECT * FROM airport WHERE gps_code = ""EDFS"" OR local_code = ""A97""",0,airport-S4,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Asquith Aerodrome""",0,airport-S3,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""CD""",0,airport-S6,,
"SELECT id FROM airport WHERE name = ""Falls Pond Seaplane Base""",0,airport-S7,,
"SELECT * FROM airport WHERE gps_code = ""08IN"" OR local_code = ""MI02""",0,airport-S4,,
"SELECT id FROM airport WHERE name = ""Schkopau Heliport""",0,airport-S7,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""BY""",0,airport-S9,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""MY"") OR a.elevation_ft > 1270.0",0,airport-S11,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 489.0",0,airport-S2,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""JP"") OR a.elevation_ft > 630.0",0,airport-S11,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Isbaskent Airport""",0,airport-S3,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""US"" LIMIT 5",0,airport-S5,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Teston Heliport""",0,airport-S3,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""US"") OR a.elevation_ft > 440.0",0,airport-S11,,
"SELECT * FROM airport WHERE continent = ""AF"" AND iso_region LIKE ""RU-SAK""",0,airport-S8,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Luciano Peixoto Heliport"");",0,airport-S12,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""УНЯК, Аэродром Кузнецово"") OR name LIKE ""KA4""",0,airport-S10,,
"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""JP-13""",0,airport-S8,,
"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""CA-QC""",0,airport-S8,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Pont toussaint Airfield"");",0,airport-S12,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Sena Madureira Airport"");",0,airport-S12,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,airport-S9,,
"SELECT * FROM airport WHERE gps_code = ""K4B6"" OR local_code = ""SC47""",0,airport-S4,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""BR"" LIMIT 5",0,airport-S5,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""US"" LIMIT 5",0,airport-S5,,
"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""AU-TAS""",0,airport-S8,,
"SELECT id FROM airport WHERE name = ""Kenosha Hospital and Medical Center Heliport""",0,airport-S7,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,airport-S9,,
"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""BR-TO""",0,airport-S8,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 578.0",0,airport-S2,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""FS5"") OR name LIKE ""Semyeon Dongmun Goodmorning Hill Apartment""",0,airport-S10,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Campo de Boi Airport"");",0,airport-S12,,
"SELECT * FROM airport WHERE gps_code = ""75XA"" OR local_code = ""MN64""",0,airport-S4,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""FR""",0,airport-S6,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Snell - North Laramie River Airport"");",0,airport-S12,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 3.0",0,airport-S2,,
"SELECT id FROM airport WHERE name = ""Kyoto University of Medicine North Medical Center Helipad""",0,airport-S7,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Women And Children'S Hospital Heliport""",0,airport-S3,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Brochot Aerodrome""",0,airport-S3,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""MX"") OR a.elevation_ft > 265.0",0,airport-S11,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 923.0",0,airport-S2,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""CZ"") OR a.elevation_ft > 1220.0",0,airport-S11,,
"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""US-CA""",0,airport-S8,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""FR""",0,airport-S6,,
SELECT * FROM airport WHERE icao_code = 'SJOY';,0,airport-S1,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Cross Wind Acres Airport"");",0,airport-S12,,
SELECT * FROM airport WHERE icao_code = 'KHEF';,0,airport-S1,,
"SELECT id FROM airport WHERE name = ""Blangkejeren Airport""",0,airport-S7,,
"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""US-FL""",0,airport-S8,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""AU"" LIMIT 5",0,airport-S5,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Fazenda Beatriz Airport"");",0,airport-S12,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""US"") OR a.elevation_ft > 865.0",0,airport-S11,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""CA"" LIMIT 5",0,airport-S5,,
"SELECT * FROM airport WHERE gps_code = ""60IA"" OR local_code = ""00TA""",0,airport-S4,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,airport-S6,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""BR""",0,airport-S6,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Horin Country Club Helipad""",0,airport-S3,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""HU""",0,airport-S9,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Tamarindo Airport"");",0,airport-S12,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""US"") OR a.elevation_ft > 322.0",0,airport-S11,,
"SELECT id FROM airport WHERE name = ""Municipal José Figueiredo Airport""",0,airport-S7,,
SELECT * FROM airport WHERE icao_code = 'CYDA';,0,airport-S1,,
"SELECT id FROM airport WHERE name = ""Rio Alpha Heliport""",0,airport-S7,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""DE"" LIMIT 5",0,airport-S5,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""US"" LIMIT 5",0,airport-S5,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 1378.0",0,airport-S2,,
"SELECT * FROM airport WHERE gps_code = ""LFSP"" OR local_code = ""LKP""",0,airport-S4,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Urucu Airport"");",0,airport-S12,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""BR""",0,airport-S6,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""AG4"") OR name LIKE ""SJEQ""",0,airport-S10,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""US"") OR a.elevation_ft > 15.0",0,airport-S11,,
"SELECT id FROM airport WHERE name = ""Estruplund Airfield""",0,airport-S7,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""CZ"") OR a.elevation_ft > 1669.0",0,airport-S11,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""CL"" LIMIT 5",0,airport-S5,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""AU""",0,airport-S9,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Keidanren Kaikan Helipad""",0,airport-S3,,
SELECT * FROM airport WHERE icao_code = 'YIVL';,0,airport-S1,,
"SELECT * FROM airport WHERE gps_code = ""64MD"" OR local_code = ""HUG""",0,airport-S4,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,airport-S9,,
"SELECT * FROM airport WHERE gps_code = ""CAQ3"" OR local_code = ""7NA2""",0,airport-S4,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 360.0",0,airport-S2,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""Oil & Gas, Exxon Neftegas, HELIOPS, Odoptu BKP & North Drillsite inshore field (Yastreb rig), Sakhalin-I project"") OR name LIKE ""IN01""",0,airport-S10,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""JP"" LIMIT 5",0,airport-S5,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Zanjan Airport""",0,airport-S3,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Fazenda Fortaleza Airport"");",0,airport-S12,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""AR""",0,airport-S9,,
"SELECT * FROM airport WHERE gps_code = ""YTUN"" OR local_code = ""MS0390""",0,airport-S4,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""BR""",0,airport-S6,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 121.0",0,airport-S2,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,airport-S6,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Český Krumlov Hospital Heliport""",0,airport-S3,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Heliponto Pina"");",0,airport-S12,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Bogoslovo Airport"");",0,airport-S12,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""RU""",0,airport-S9,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""TR"") OR a.elevation_ft > 3321.0",0,airport-S11,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 581.0",0,airport-S2,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Ashburton Downs Airport"");",0,airport-S12,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Staten Island University Hospital Heliport"");",0,airport-S12,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""MX""",0,airport-S9,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""AU"" LIMIT 5",0,airport-S5,,
"SELECT * FROM airport WHERE continent = ""OC"" AND iso_region LIKE ""CA-ON""",0,airport-S8,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 2501.0",0,airport-S2,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""UA""",0,airport-S6,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Aeroandres Heliport""",0,airport-S3,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Alabat Island Airport"");",0,airport-S12,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Gorica pri Šmartnem Airstrip"");",0,airport-S12,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""SJEC"") OR name LIKE ""SIHH""",0,airport-S10,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""JP"" LIMIT 5",0,airport-S5,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Richfield Municipal Airport"");",0,airport-S12,,
"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""US-CA""",0,airport-S8,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""21NE"") OR name LIKE ""01TS""",0,airport-S10,,
SELECT * FROM airport WHERE icao_code = 'GMTT';,0,airport-S1,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""MH"" LIMIT 5",0,airport-S5,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Knox's Private Airstrip""",0,airport-S3,,
"SELECT * FROM airport WHERE gps_code = ""SNWV"" OR local_code = ""65LA""",0,airport-S4,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 181.0",0,airport-S2,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""IT""",0,airport-S9,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Gokdepe Airport""",0,airport-S3,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 86.0",0,airport-S2,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""Аэродром Пахомово"") OR name LIKE ""ZNL""",0,airport-S10,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""US"") OR a.elevation_ft > 4222.0",0,airport-S11,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,airport-S9,,
"SELECT id FROM airport WHERE name = ""Yellow Gold Airport""",0,airport-S7,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,airport-S6,,
SELECT * FROM airport WHERE icao_code = 'WMBT';,0,airport-S1,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""BR"" LIMIT 5",0,airport-S5,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""RAF Chailey"");",0,airport-S12,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""DE"") OR a.elevation_ft > 2997.0",0,airport-S11,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""RU"") OR a.elevation_ft > 31.0",0,airport-S11,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Kaurik Heliport""",0,airport-S3,,
SELECT * FROM airport WHERE icao_code = 'KHFD';,0,airport-S1,,
"SELECT * FROM airport WHERE gps_code = ""GMFB"" OR local_code = ""31TN""",0,airport-S4,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 167.0",0,airport-S2,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 375.0",0,airport-S2,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Daddy Spring Airport""",0,airport-S3,,
"SELECT * FROM airport WHERE continent = ""OC"" AND iso_region LIKE ""US-NV""",0,airport-S8,,
"SELECT * FROM airport WHERE continent = ""OC"" AND iso_region LIKE ""ID-PP""",0,airport-S8,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Veronica Airport"");",0,airport-S12,,
"SELECT id FROM airport WHERE name = ""El Alto International Airport""",0,airport-S7,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""BR""",0,airport-S6,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,airport-S9,,
"SELECT * FROM airport WHERE gps_code = ""LYZP"" OR local_code = ""5MN5""",0,airport-S4,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Christus Spohn Hospital Kingsville Heliport"");",0,airport-S12,,
SELECT * FROM airport WHERE icao_code = 'LFAQ';,0,airport-S1,,
"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""BR-MG""",0,airport-S8,,
"SELECT id FROM airport WHERE name = ""BHH Aviation Airport""",0,airport-S7,,
"SELECT id FROM airport WHERE name = ""Toth Stagefield Army Heliport""",0,airport-S7,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Associação Tocantinense de Aviação Airport""",0,airport-S3,,
"SELECT * FROM airport WHERE gps_code = ""NFTL"" OR local_code = ""XRMD""",0,airport-S4,,
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""LTB, LTB"") OR name LIKE ""Beckendorff Farms""",0,airport-S10,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,airport-S9,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,airport-S6,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""PG"" LIMIT 5",0,airport-S5,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Mangole Airport, Falabisahaya""",0,airport-S3,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""AU""",0,airport-S9,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""US"" LIMIT 5",0,airport-S5,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""US"" LIMIT 5",0,airport-S5,,
"SELECT * FROM airport WHERE gps_code = ""ULAR"" OR local_code = ""CAJ2""",0,airport-S4,,
"SELECT * FROM airport WHERE gps_code = ""ZBHH"" OR local_code = ""YPL""",0,airport-S4,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Table Island Heliport"");",0,airport-S12,,
SELECT * FROM airport WHERE icao_code = 'KMHL';,0,airport-S1,,
"SELECT id FROM airport WHERE name = ""Bethany Memorial Airport""",0,airport-S7,,
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,airport-S9,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""San Pablo Airport""",0,airport-S3,,
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airporf_ref = (SELECT id FROM airports WHERE name = ""Tuzla International Airport"");",0,airport-S12,,
"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 25.0 AND 260.0",0,airport-S2,,
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""La Tinaja Airport""",0,airport-S3,,
SELECT * FROM airport WHERE icao_code = 'SOOG';,0,airport-S1,,
"SELECT id, ident, name FROM airport WHERE iso_country = ""CO""",0,airport-S6,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""BR"") OR a.elevation_ft > 1220.0",0,airport-S11,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""GB"") OR a.elevation_ft > 1130.0",0,airport-S11,,
"SELECT id FROM airport WHERE name = ""Chichén Itzá International Airport""",0,airport-S7,,
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""MX"") OR a.elevation_ft > 72.0",0,airport-S11,,
